query,_id,_score,name,symbol,entrezgene,notfound
ENSG00000198586,9874,31.89811,tousled like kinase 1,TLK1,9874,
ENSG00000123600,79828,31.898115,"methyltransferase 8, tRNA N3-cytidine",METTL8,79828,
ENSG00000224553,ENSG00000224553,10.614574,ribosomal protein S26 pseudogene 20,RPS26P20,,
ENSG00000115827,80067,32.905178,DDB1 and CUL4 associated factor 17,DCAF17,80067,
ENSG00000228507,ENSG00000228507,10.614576,death associated protein 3 pseudogene 2,DAP3P2,,
ENSG00000234061,ENSG00000234061,32.905186,,,,
ENSG00000233762,401019,10.614576,ribosomal protein S15 pseudogene 4,RPS15P4,401019,
ENSG00000071967,79901,31.898125,cytochrome b reductase 1,CYBRD1,79901,
ENSG00000233934,ENSG00000233934,10.614576,ribosomal protein L21 pseudogene 38,RPL21P38,,
ENSG00000077380,1781,31.898125,dynein cytoplasmic 1 intermediate chain 2,DYNC1I2,1781,
ENSG00000115840,8604,31.898125,solute carrier family 25 member 12,SLC25A12,8604,
ENSG00000252779,106479647,10.614574,"RNA, U6 small nuclear 182, pseudogene",RNU6-182P,106479647,
ENSG00000128708,8520,31.898127,histone acetyltransferase 1,HAT1,8520,
ENSG00000172878,254042,31.898125,"methionyl aminopeptidase type 1D, mitochondrial",METAP1D,254042,
ENSG00000144355,1745,31.89811,distal-less homeobox 1,DLX1,1745,
ENSG00000115844,1746,31.898127,distal-less homeobox 2,DLX2,1746,
ENSG00000236651,104326193,32.905186,DLX2 divergent transcript,DLX2-DT,104326193,
ENSG00000232555,ENSG00000232555,32.905186,,,,
ENSG00000281212,,,,,,True
ENSG00000278924,ENSG00000278924,32.905186,,,,
ENSG00000091409,3655,31.898115,integrin subunit alpha 6,ITGA6,3655,
ENSG00000226963,ENSG00000226963,32.905178,,,,
ENSG00000232788,101929947,32.905178,ITGA6 and PDK1 antisense RNA 1,ITGA6-AS1,101929947,
ENSG00000225205,,,,,,True
ENSG00000152256,5163,31.89812,pyruvate dehydrogenase kinase 1,PDK1,5163,
ENSG00000199866,ENSG00000199866,32.905174,Y RNA,Y_RNA,,
ENSG00000230104,ENSG00000230104,32.905167,,,,
ENSG00000228016,91149,32.905167,RAPGEF4 antisense RNA 1,RAPGEF4-AS1,91149,
ENSG00000239041,124906146,32.905178,small nucleolar RNA U13,LOC124906146,124906146,
ENSG00000091428,11069,31.898125,Rap guanine nucleotide exchange factor 4,RAPGEF4,11069,
ENSG00000232292,542,10.614574,aldehyde dehydrogenase 7 family member A1 pseudogene 2,ALDH7A1P2,542,
ENSG00000265709,,,,,,True
ENSG00000091436,51776,31.898115,mitogen-activated protein kinase kinase kinase 20,MAP3K20,51776,
ENSG00000238133,339751,32.905174,MAP3K20 antisense RNA 1,MAP3K20-AS1,339751,
ENSG00000231735,643960,10.614574,ribosomal protein S2 pseudogene 18,RPS2P18,643960,
ENSG00000236391,100289479,10.614574,cytochrome c oxidase subunit 7B pseudogene,LOC100289479,100289479,
ENSG00000144354,83879,31.234789,cell division cycle associated 7,CDCA7,83879,
ENSG00000213148,ENSG00000213148,10.614573,JPT1 pseudogene 1,JPT1P1,,
ENSG00000236832,100131562,10.614573,CBY1 pseudogene 1,CBY1P1,100131562,
ENSG00000226131,ENSG00000226131,10.614573,peptidylprolyl isomerase A pseudogene 66,PPIAP66,,
ENSG00000237016,100129456,10.6145735,heat shock protein 90 alpha family class B member 1 pseudogene,LOC100129456,100129456,
ENSG00000237617,ENSG00000237617,32.905186,,,,
ENSG00000270460,ENSG00000270460,32.905186,,,,
ENSG00000234415,344178,10.614576,ribosomal protein L5 pseudogene 7,RPL5P7,344178,
ENSG00000224638,,,,,,True
ENSG00000172845,6670,31.898127,Sp3 transcription factor,SP3,6670,
ENSG00000271151,ENSG00000271151,32.905186,,,,
ENSG00000273258,ENSG00000273258,32.905186,,,,
ENSG00000260868,100128905,32.905186,long intergenic non-protein coding RNA 1960,LINC01960,100128905,
ENSG00000235414,391462,10.614576,ribosomal protein SA pseudogene 24,RPSAP24,391462,
ENSG00000138430,29789,31.898127,Obg like ATPase 1,OLA1,29789,
ENSG00000270799,ENSG00000270799,32.905178,,,,
ENSG00000243770,106479247,10.614574,"RNA, 7SL, cytoplasmic 65, pseudogene",RN7SL65P,106479247,
ENSG00000201088,ENSG00000201088,32.905178,Y RNA,Y_RNA,,
ENSG00000227180,ENSG00000227180,10.6145735,LRRC2 pseudogene 1,LRRC2P1,,
ENSG00000237804,ENSG00000237804,10.614576,heterogeneous nuclear ribonucleoprotein A1 pseudogene 39,HNRNPA1P39,,
ENSG00000231453,285084,32.905186,long intergenic non-protein coding RNA 1305,LINC01305,285084,
ENSG00000280414,ENSG00000280414,32.905167,,,,
ENSG00000217236,100131390,31.89811,Sp9 transcription factor,SP9,100131390,
ENSG00000138433,9541,31.89811,corepressor of RBPJ and splicing regulator,CIRSR,9541,
ENSG00000144306,79634,32.905178,secernin 3,SCRN3,79634,
ENSG00000163328,151556,31.89811,G protein-coupled receptor 155,GPR155,151556,
ENSG00000226853,ENSG00000226853,32.905167,GPR155 divergent transcript,GPR155-DT,,
ENSG00000179997,ENSG00000179997,10.614571,RPA3 pseudogene 1,RPA3P1,,
ENSG00000279884,ENSG00000279884,32.905178,,,,
ENSG00000236449,ENSG00000236449,32.905178,,,,
ENSG00000206965,106478913,10.6145735,"RNA, U6 small nuclear 5, pseudogene",RNU6-5P,106478913,
ENSG00000115935,7456,31.898115,WAS/WASL interacting protein family member 1,WIPF1,7456,
ENSG00000237798,139355214,32.905178,WIPF1 and CHRNA1 antisense RNA 1,WIPF1-AS1,139355214,
ENSG00000235655,ENSG00000235655,10.6145735,H3 histone pseudogene 6,H3P6,,
ENSG00000138435,1134,31.898115,cholinergic receptor nicotinic alpha 1 subunit,CHRNA1,1134,
ENSG00000237104,,,,,,True
ENSG00000128656,1123,31.89811,chimerin 1,CHN1,1123,
ENSG00000281373,,,,,,True
ENSG00000212167,106481421,10.614571,"RNA, U6 small nuclear 763, pseudogene",RNU6-763P,106481421,
ENSG00000199827,106480129,10.614573,"RNA, U6 small nuclear 1290, pseudogene",RNU6-1290P,106480129,
ENSG00000227187,100271160,10.614573,ribosomal protein L21 pseudogene 31,RPL21P31,100271160,
ENSG00000266510,,,,,,True
ENSG00000115966,1386,31.898115,activating transcription factor 2,ATF2,1386,
ENSG00000277948,ENSG00000277948,32.905174,,,,
ENSG00000215973,100126350,32.905186,microRNA 933,MIR933,100126350,
ENSG00000229750,ENSG00000229750,32.905178,,,,
ENSG00000154518,518,31.89812,ATP synthase membrane subunit c locus 3,ATP5MC3,518,
ENSG00000200121,ENSG00000200121,32.905178,Y RNA,Y_RNA,,
ENSG00000233131,100127924,10.614576,ribosomal protein S15a pseudogene 14,RPS15AP14,100127924,
ENSG00000229066,ENSG00000229066,32.905186,,,,
ENSG00000221347,,,,,,True
ENSG00000223976,ENSG00000223976,10.614576,exostosin like glycosyltransferase 2 pseudogene 1,EXTL2P1,,
ENSG00000235047,,,,,,True
ENSG00000229779,ENSG00000229779,32.905186,,,,
ENSG00000144320,80856,31.898125,"lunapark, ER junction formation factor",LNPK,80856,
ENSG00000174279,344191,32.905178,even-skipped homeobox 2,EVX2,344191,
ENSG00000128714,3239,32.905178,homeobox D13,HOXD13,3239,
ENSG00000170178,3238,32.905186,homeobox D12,HOXD12,3238,
ENSG00000128713,3237,31.898125,homeobox D11,HOXD11,3237,
ENSG00000128710,3236,32.905178,homeobox D10,HOXD10,3236,
ENSG00000237380,ENSG00000237380,32.905186,HOXD cluster antisense RNA 2,HOXD-AS2,,
ENSG00000128709,3235,32.905186,homeobox D9,HOXD9,3235,
ENSG00000281719,,,,,,True
ENSG00000175879,3234,32.905186,homeobox D8,HOXD8,3234,
ENSG00000128652,3232,31.898127,homeobox D3,HOXD3,3232,
ENSG00000207744,406903,31.89812,microRNA 10b,MIR10B,406903,
ENSG00000278500,,,,,,True
ENSG00000170166,3233,31.898127,homeobox D4,HOXD4,3233,
ENSG00000272729,ENSG00000272729,32.905178,,,,
ENSG00000224189,401022,32.905186,HOXD antisense growth-associated long non-coding RNA,HAGLR,401022,
ENSG00000226363,ENSG00000226363,32.905178,HAGLR opposite strand lncRNA,HAGLROS,,
ENSG00000128645,3231,32.905186,homeobox D1,HOXD1,3231,
ENSG00000277284,,,,,,True
ENSG00000279160,ENSG00000279160,32.905186,,,,
ENSG00000218175,ENSG00000218175,32.905186,,,,
ENSG00000230384,129841,10.614576,ribosomal protein SA pseudogene 25,RPSAP25,129841,
ENSG00000128654,10651,31.898127,metaxin 2,MTX2,10651,
ENSG00000264392,,,,,,True
ENSG00000237260,111082981,10.614576,peptidylprolyl isomerase A pseudogene 67,PPIAP67,111082981,
ENSG00000265186,,,,,,True
ENSG00000221304,,,,,,True
ENSG00000229434,128071539,32.905186,NRF2 regulation associated lncRNA,NRAL,128071539,
ENSG00000236231,ENSG00000236231,32.905186,,,,
ENSG00000272551,,,,,,True
ENSG00000163364,375295,32.905174,long intergenic non-protein coding RNA 1116,LINC01116,375295,
ENSG00000224577,102724224,32.905174,long intergenic non-protein coding RNA 1117,LINC01117,102724224,
ENSG00000252027,106481163,10.614573,"RNA, U6atac small nuclear 14, pseudogene",RNU6ATAC14P,106481163,
ENSG00000230552,ENSG00000230552,32.905174,,,,
ENSG00000237053,ENSG00000237053,10.614573,alpha-L-fucosidase 1 pseudogene 1,FUCA1P1,,
ENSG00000223777,ENSG00000223777,10.614571,ribosomal protein L29 pseudogene 8,RPL29P8,,
ENSG00000279205,ENSG00000279205,32.905167,,,,
ENSG00000227098,105373757,32.905167,uncharacterized LOC105373757,LOC105373757,105373757,
ENSG00000206866,106481880,10.614571,"RNA, U6 small nuclear 187, pseudogene",RNU6-187P,106481880,
ENSG00000236501,,,,,,True
ENSG00000251746,100873382,10.6145735,"RNA, 5S ribosomal pseudogene 112",RNA5SP112,100873382,
ENSG00000229337,ENSG00000229337,32.905178,,,,
ENSG00000226273,ENSG00000226273,10.614574,STUB1 pseudogene 1,STUB1P1,,
ENSG00000201102,ENSG00000201102,32.905178,Y RNA,Y_RNA,,
ENSG00000213069,ENSG00000213069,10.614571,keratin 8 pseudogene 40,KRT8P40,,
ENSG00000170144,220988,31.898115,heterogeneous nuclear ribonucleoprotein A3,HNRNPA3,220988,
ENSG00000263721,,,,,,True
ENSG00000116044,4780,31.89811,NFE2 like bZIP transcription factor 2,NFE2L2,4780,
ENSG00000225808,ENSG00000225808,10.614576,DnaJ heat shock protein family (Hsp40) member C19 pseudogene 5,DNAJC19P5,,
ENSG00000265396,100422824,32.905178,microRNA 3128,MIR3128,100422824,
ENSG00000222043,ENSG00000222043,32.905178,,,,
ENSG00000213963,100130691,32.905186,Putative uncharacterized protein FLJ44553,LOC100130691,100130691,
ENSG00000271825,ENSG00000271825,32.905178,,,,
ENSG00000271996,ENSG00000271996,32.905186,,,,
ENSG00000278418,102465255,32.905178,microRNA 6512,MIR6512,102465255,
ENSG00000280374,,,,,,True
ENSG00000237178,115482683,10.614576,H3 histone pseudogene 7,H3P7,115482683,
ENSG00000238295,124906145,32.905178,small nucleolar RNA U13,LOC124906145,124906145,
ENSG00000018510,8540,31.898115,alkylglycerone phosphate synthase,AGPS,8540,
ENSG00000196659,150737,31.898115,intraflagellar transport 70B,IFT70B,150737,
ENSG00000237655,ENSG00000237655,32.905186,IFT70A antisense RNA 1,IFT70A-AS1,,
ENSG00000197557,92104,31.898127,intraflagellar transport 70A,IFT70A,92104,
ENSG00000128655,50940,31.898127,phosphodiesterase 11A,PDE11A,50940,
ENSG00000229941,105373764,32.905186,PDE11A antisense RNA 1,PDE11A-AS1,105373764,
ENSG00000236664,ENSG00000236664,32.905178,,,,
ENSG00000213962,ENSG00000213962,10.614576,apoptosis inhibitor 5 pseudogene 2,API5P2,,
ENSG00000229744,ENSG00000229744,10.614576,succinate dehydrogenase complex subunit D pseudogene 5,SDHDP5,,
ENSG00000206788,106479844,10.614576,"RNA, U6 small nuclear 629, pseudogene",RNU6-629P,106479844,
ENSG00000249909,360163,10.614576,"cytochrome c, testis, pseudogene",CYCTP,360163,
ENSG00000227241,ENSG00000227241,32.905178,,,,
ENSG00000155636,129831,31.898127,RNA binding motif protein 45,RBM45,129831,
ENSG00000223096,100873840,10.614574,"RNA, U5E small nuclear 9, pseudogene",RNU5E-9P,100873840,
ENSG00000079156,114880,31.89812,oxysterol binding protein like 6,OSBPL6,114880,
ENSG00000223960,101927027,32.905174,cholesterol induced regulator of metabolism RNA,CHROMR,101927027,
ENSG00000180228,8575,31.89812,protein activator of interferon induced protein kinase EIF2AK2,PRKRA,8575,
ENSG00000204311,494513,31.89812,pejvakin,PJVK,494513,
ENSG00000238082,ENSG00000238082,10.614574,nuclear distribution C pseudogene 2,NUDCP2,,
ENSG00000079150,51661,31.89812,FKBP prolyl isomerase 7,FKBP7,51661,
ENSG00000116095,65977,31.89812,pleckstrin homology domain containing A3,PLEKHA3,65977,
ENSG00000237298,100506866,32.905178,TTN antisense RNA 1,TTN-AS1,100506866,
ENSG00000155657,7273,31.234789,titin,TTN,7273,
ENSG00000270956,ENSG00000270956,32.905167,,,,
ENSG00000270277,ENSG00000270277,32.905174,,,,
ENSG00000279598,ENSG00000279598,32.905174,,,,
ENSG00000271011,ENSG00000271011,32.905167,,,,
ENSG00000270574,ENSG00000270574,32.905178,,,,
ENSG00000271141,ENSG00000271141,32.905178,,,,
ENSG00000271401,ENSG00000271401,32.905178,,,,
ENSG00000267784,ENSG00000267784,32.905167,,,,
ENSG00000163492,285025,32.905186,coiled-coil domain containing 141,CCDC141,285025,
ENSG00000238542,106480448,10.614576,"RNA, U7 small nuclear 104 pseudogene",RNU7-104P,106480448,
ENSG00000231541,ENSG00000231541,10.614576,ribosomal protein S6 pseudogene 2,RPS6P2,,
ENSG00000252000,,,,,,True
ENSG00000187231,91404,32.905178,SEC14 and spectrin domain containing 1,SESTD1,91404,
ENSG00000237477,ENSG00000237477,32.905178,,,,
ENSG00000237964,ENSG00000237964,10.6145735,RAD52 pseudogene 1,RAD52P1,,
ENSG00000144331,151126,31.898127,zinc finger protein 385B,ZNF385B,151126,
ENSG00000213126,ENSG00000213126,10.614573,TXNL4A pseudogene 1,TXNL4AP1,,
ENSG00000221240,100302172,32.905186,microRNA 1258,MIR1258,100302172,
ENSG00000280636,124900526,32.905186,small nucleolar RNA SNORA43,LOC124900526,124900526,
ENSG00000202216,ENSG00000202216,32.905186,,,,
ENSG00000163510,57703,31.898127,CWC22 spliceosome associated protein,CWC22,57703,
ENSG00000281155,,,,,,True
ENSG00000270289,ENSG00000270289,32.905167,,,,
ENSG00000225258,ENSG00000225258,32.905167,,,,
ENSG00000264976,,,,,,True
ENSG00000281131,101669767,32.905186,SWI/SNF complex antagonist associated with prostate cancer 1,SCHLAP1,101669767,
ENSG00000279559,ENSG00000279559,32.905186,,,,
ENSG00000226564,ENSG00000226564,10.614573,ferritin heavy chain 1 pseudogene 20,FTH1P20,,
ENSG00000236667,100271298,10.614573,ribosomal protein L27a pseudogene 3,RPL27AP3,100271298,
ENSG00000170035,10477,31.898115,ubiquitin conjugating enzyme E2 E3,UBE2E3,10477,
ENSG00000236153,ENSG00000236153,32.905167,UBE2E3 divergent transcript,UBE2E3-DT,,
ENSG00000238171,ENSG00000238171,32.905167,,,,
ENSG00000234663,ENSG00000234663,32.905174,long intergenic non-protein coding RNA 1934,LINC01934,,
ENSG00000266705,100616213,32.905174,microRNA 4437,MIR4437,100616213,
ENSG00000226681,124907913,32.905178,uncharacterized LOC124907913,LOC124907913,124907913,
ENSG00000115232,3676,31.898115,integrin subunit alpha 4,ITGA4,3676,
ENSG00000188452,375298,32.905174,CERK like autophagy regulator,CERKL,375298,
ENSG00000162992,4760,31.898125,neuronal differentiation 1,NEUROD1,4760,
ENSG00000234595,ENSG00000234595,32.905186,,,,
ENSG00000225570,ENSG00000225570,32.905186,,,,
ENSG00000223873,ENSG00000223873,10.614573,SAP18 pseudogene 2,SAP18P2,,
ENSG00000221023,106481165,10.614573,"RNA, U6atac small nuclear 19, pseudogene",RNU6ATAC19P,106481165,
ENSG00000260742,ENSG00000260742,32.905186,ITPRID2 divergent transcript,ITPRID2-DT,,
ENSG00000138434,6744,31.898125,ITPR interacting domain containing 2,ITPRID2,6744,
ENSG00000150722,151242,31.898127,protein phosphatase 1 regulatory inhibitor subunit 1C,PPP1R1C,151242,
ENSG00000213958,729050,10.614574,keratin 18 pseudogene 29,KRT18P29,729050,
ENSG00000222418,100873383,10.6145735,"RNA, 5S ribosomal pseudogene 113",RNA5SP113,100873383,
ENSG00000265129,,,,,,True
ENSG00000115252,5136,31.898127,phosphodiesterase 1A,PDE1A,5136,
ENSG00000242121,106481833,10.614574,"RNA, 7SL, cytoplasmic 267, pseudogene",RN7SL267P,106481833,
ENSG00000281257,,,,,,True
ENSG00000216011,,,,,,True
ENSG00000077232,54431,31.898125,DnaJ heat shock protein family (Hsp40) member C10,DNAJC10,54431,
ENSG00000232430,100270984,10.614574,ribosomal protein L31 pseudogene 15,RPL31P15,100270984,
ENSG00000212404,ENSG00000212404,32.905167,Y RNA,Y_RNA,,
ENSG00000162998,2487,31.898127,frizzled related protein,FRZB,2487,
ENSG00000207178,106481936,10.614576,"RNA, U6 small nuclear 1122, pseudogene",RNU6-1122P,106481936,
ENSG00000061676,10787,31.898127,NCK associated protein 1,NCKAP1,10787,
ENSG00000202141,ENSG00000202141,32.905186,Y RNA,Y_RNA,,
ENSG00000221498,124900540,32.905178,small nucleolar RNA SNORA77,LOC124900540,124900540,
ENSG00000231203,344320,10.614574,keratin 8 pseudogene 10,KRT8P10,344320,
ENSG00000162999,142679,31.89812,dual specificity phosphatase 19,DUSP19,142679,
ENSG00000224643,ENSG00000224643,32.905178,,,,
ENSG00000163002,129401,31.898125,nucleoporin 35,NUP35,129401,
ENSG00000272800,ENSG00000272800,32.905178,,,,
ENSG00000213120,ENSG00000213120,10.614574,LIN28A pseudogene 1,LIN28AP1,,
ENSG00000177855,ENSG00000177855,10.614574,calcyclin binding protein pseudogene 2,CACYBPP2,,
ENSG00000234172,ENSG00000234172,32.905178,,,,
ENSG00000266808,100616305,32.905178,microRNA 548ae-1,MIR548AE1,100616305,
ENSG00000170396,91752,31.898115,zinc finger protein 804A,ZNF804A,91752,
ENSG00000237824,100271293,10.6145735,ribosomal protein L23a pseudogene 33,RPL23AP33,100271293,
ENSG00000225406,ENSG00000225406,10.614574,ELF2 pseudogene 4,ELF2P4,,
ENSG00000212581,124900518,32.905186,U8 small nucleolar RNA,LOC124900518,124900518,
ENSG00000226747,,,,,,True
ENSG00000188738,401024,32.905174,fibrous sheath interacting protein 2,FSIP2,401024,
ENSG00000231646,107985781,32.905174,FSIP2 antisense RNA 1,FSIP2-AS1,107985781,
ENSG00000224019,100271161,10.614576,ribosomal protein L21 pseudogene 32,RPL21P32,100271161,
ENSG00000237877,ENSG00000237877,32.905186,long intergenic non-protein coding RNA 1473,LINC01473,,
ENSG00000226410,ENSG00000226410,32.905186,,,,
ENSG00000232568,ENSG00000232568,10.614576,ribosomal protein L23a pseudogene 35,RPL23AP35,,
ENSG00000259915,ENSG00000259915,32.905186,,,,
ENSG00000227692,100131051,10.614576,mediator complex subunit 28 pseudogene 3,MED28P3,100131051,
ENSG00000065548,55854,31.89811,zinc finger CCCH-type containing 15,ZC3H15,55854,
ENSG00000224323,ENSG00000224323,10.614571,divergent-paired related homeobox pseudogene 1,DPRXP1,,
ENSG00000281192,,,,,,True
ENSG00000138448,3685,31.898115,integrin subunit alpha V,ITGAV,3685,
ENSG00000227227,ENSG00000227227,32.905174,,,,
ENSG00000144369,165215,32.905167,family with sequence similarity 171 member B,FAM171B,165215,
ENSG00000163012,151112,31.898127,zinc finger SWIM-type containing 2,ZSWIM2,151112,
ENSG00000226553,ENSG00000226553,10.614576,inosine monophosphate dehydrogenase 1 pseudogene 7,IMPDH1P7,,
ENSG00000224063,ENSG00000224063,32.905174,CALCRL and TFPI antisense RNA 1,CALCRL-AS1,,
ENSG00000222845,106480846,10.614573,RN7SK pseudogene 42,RN7SKP42,106480846,
ENSG00000199626,106481492,10.614571,"RNA, U6 small nuclear 989, pseudogene",RNU6-989P,106481492,
ENSG00000064989,10203,31.89811,calcitonin receptor like receptor,CALCRL,10203,
ENSG00000231739,ENSG00000231739,10.614571,glyceraldehyde-3-phosphate dehydrogenase pseudogene 59,GAPDHP59,,
ENSG00000003436,7035,31.89811,tissue factor pathway inhibitor,TFPI,7035,
ENSG00000231689,104355152,32.905186,long intergenic non-protein coding RNA 1090,LINC01090,104355152,
ENSG00000252004,,,,,,True
ENSG00000235616,ENSG00000235616,10.614573,"ST13, Hsp70 interacting protein pseudogene 2",ST13P2,,
ENSG00000213115,729141,10.614576,arkadia (RNF111) N-terminal like PKA signaling regulator 2N pseudogene,LOC729141,729141,
ENSG00000200650,100873384,10.614574,"RNA, 5S ribosomal pseudogene 114",RNA5SP114,100873384,
ENSG00000144366,51454,31.898127,GULP PTB domain containing engulfment adaptor 1,GULP1,51454,
ENSG00000207951,693146,32.905186,microRNA 561,MIR561,693146,
ENSG00000223523,ENSG00000223523,32.905186,,,,
ENSG00000174325,ENSG00000174325,32.905178,disrupted in renal carcinoma 1,DIRC1,,
ENSG00000168542,1281,31.898115,collagen type III alpha 1 chain,COL3A1,1281,
ENSG00000281204,,,,,,True
ENSG00000221502,100302219,32.905178,microRNA 1245a,MIR1245A,100302219,
ENSG00000204262,1290,31.898125,collagen type V alpha 2 chain,COL5A2,1290,
ENSG00000228073,ENSG00000228073,32.905178,,,,
ENSG00000264725,100422908,32.905186,microRNA 3129,MIR3129,100422908,
ENSG00000277207,,,,,,True
ENSG00000213601,ENSG00000213601,10.6145735,keratin 18 pseudogene 19,KRT18P19,,
ENSG00000266817,,,,,,True
ENSG00000115368,84128,31.898127,WD repeat domain 75,WDR75,84128,
ENSG00000233996,ENSG00000233996,10.614576,KDM3A pseudogene 1,KDM3AP1,,
ENSG00000138449,30061,31.898127,solute carrier family 40 member 1,SLC40A1,30061,
ENSG00000276828,ENSG00000276828,32.905186,,,,
ENSG00000138381,54529,31.898127,asparagine synthetase domain containing 1,ASNSD1,54529,
ENSG00000151687,150709,32.905186,ankyrin and armadillo repeat containing,ANKAR,150709,
ENSG00000128694,64172,31.898127,O-sialoglycoprotein endopeptidase like 1,OSGEPL1,64172,
ENSG00000223249,,,,,,True
ENSG00000253559,101409258,32.905174,OSGEPL1 antisense RNA 1,OSGEPL1-AS1,101409258,
ENSG00000273240,ENSG00000273240,32.905174,,,,
ENSG00000128699,94101,31.898115,ORMDL sphingolipid biosynthesis regulator 1,ORMDL1,94101,
ENSG00000064933,5378,31.898127,"PMS1 homolog 1, mismatch repair system component",PMS1,5378,
ENSG00000187699,84281,32.905167,A-kinase anchoring protein 19,AKAP19,84281,
ENSG00000223824,ENSG00000223824,10.614571,TERF1 pseudogene 6,TERF1P6,,
ENSG00000204253,ENSG00000204253,10.614571,heterogeneous nuclear ribonucleoprotein C pseudogene 2,HNRNPCP2,,
ENSG00000213110,ENSG00000213110,10.614571,ring finger protein 11 pseudogene 1,RNF11P1,,
ENSG00000138379,2660,31.89811,myostatin,MSTN,2660,
ENSG00000198130,26275,31.89812,3-hydroxyisobutyryl-CoA hydrolase,HIBCH,26275,
